image_id,text,word_length,image_mean,img_width,img_height,occur
a04-000-01-00,on,2,183.72467458970002,93,38,697
a04-000-01-04,to,2,215.23265306122448,70,70,2647
a04-000-01-06,the,3,216.71966783216786,143,80,5825
a04-000-02-03,their,5,219.97946071202858,202,94,256
a04-000-02-05,at,2,212.06719483568074,71,96,560
a04-000-03-07,of,2,222.35818684574363,83,122,3190
a04-000-03-08,their,5,218.10559556132688,197,86,256
a04-000-04-05,of,2,217.32608476794525,77,129,3190
a04-000-04-07,is,2,217.0075757575757,62,66,978
a04-000-05-00,to,2,205.10994152046783,57,75,2647
a04-000-05-01,have,4,218.95632637404788,237,77,422
a04-000-05-02,been,4,220.7055555555556,180,88,373
a04-000-05-04,to,2,216.95044816506004,81,73,2647
a04-000-05-05,this,4,213.6271364527879,172,83,353
a04-000-06-00,of,2,218.23998178506372,90,122,3190
a04-003-00-00,It,2,218.04993757802742,108,89,275
a04-003-01-03,to,2,212.7983682983683,65,66,2647
a04-003-01-04,the,3,216.3710526315789,135,76,5825
a04-003-02-02,of,2,214.09346534653463,75,101,3190
a04-003-02-03,the,3,215.72834645669292,127,78,5825
a04-003-02-05,of,2,216.9804108934544,92,91,3190
a04-003-02-06,his,3,222.69821947674416,128,86,708
a04-003-03-01,to,2,216.3175763482781,76,81,2647
a04-003-03-08,had,3,208.83823994935105,162,78,732
a04-003-03-09,made,4,220.73904133553256,247,81,121
a04-003-04-01,that,4,208.12657740843338,171,76,1127
a04-003-04-02,he,2,204.6928900592495,98,62,885
a04-003-04-03,would,5,215.7054653679654,220,84,260
a04-003-04-06,into,4,223.66860211932067,166,83,145
a04-003-04-07,the,3,213.69163506110408,113,84,5825
a04-003-05-02,only,4,228.77071094082592,174,135,143
a04-003-05-03,if,2,200.9097959183673,50,98,144
a04-003-05-04,there,5,215.5185740655284,197,88,204
a04-003-05-05,were,4,203.5605906783572,197,55,306
a04-003-05-06,no,2,187.12998712998714,105,37,188
a04-003-06-02,to,2,213.97742257742257,65,77,2647
a04-003-06-04,the,3,220.34184759472114,145,81,5825
a04-003-07-00,and,3,215.4051470588236,136,80,2473
a04-003-07-01,other,5,218.23088235294117,224,85,141
a04-006-00-02,told,4,217.2692307692308,156,86,100
a04-006-00-05,that,4,216.3206767402816,178,87,1127
a04-006-00-06,he,2,217.57643385753934,94,92,885
a04-006-01-01,him,3,222.72850367197063,172,76,244
a04-006-01-02,to,2,215.11715949820788,62,72,2647
a04-006-01-04,for,3,219.44367258118515,116,103,839
a04-006-01-06,of,2,219.81488807912547,85,113,3190
a04-006-01-07,the,3,214.18705673758862,108,94,5825
a04-006-02-03,if,2,209.35626620570443,65,89,144
a04-006-02-04,it,2,208.56323185011712,61,84,702
a04-006-02-06,an,2,205.6528806584362,108,45,401
a04-006-03-01,were,4,203.92659810445653,174,57,306
a04-006-03-05,on,2,200.09122807017545,95,48,697
a04-006-04-00,and,3,212.20927125089938,141,69,2473
a04-006-04-01,other,5,215.8983938132064,205,82,141
a04-006-04-08,had,3,213.32098586444363,155,89,732
a04-006-05-03,of,2,207.04815821256042,69,96,3190
a04-006-05-04,his,3,219.13724411182042,118,77,708
a04-006-05-06,with,4,212.377358490566,159,77,742
a04-006-06-03,the,3,207.68232166592816,122,74,5825
a04-006-06-05,of,2,213.26682242990654,80,107,3190
a04-006-06-08,when,4,214.02636633490485,207,83,170
a04-006-07-06,and,3,224.3043176454256,147,98,2473
a04-006-08-02,the,3,216.7060965162764,136,103,5825
a04-006-08-06,for,3,224.32998382998383,148,117,839
a04-006-09-03,were,4,198.74662422839504,192,54,306
a04-006-09-05,in,2,217.9510775862069,80,58,1799
a04-006-09-07,the,3,218.27335796697082,149,89,5825
a04-006-09-08,two,3,222.0670385952076,142,77,133
a04-010-00-02,to,2,215.8816067653277,66,86,2647
a04-010-00-04,more,4,194.1337987201861,191,45,207
a04-010-00-06,about,5,222.6837645772595,224,98,170
a04-010-00-07,the,3,216.13006524725282,128,91,5825
a04-010-01-03,will,4,216.66643475572047,154,84,270
a04-010-01-04,be,2,217.52340145023072,74,82,723
a04-010-01-05,made,4,222.3552136752137,225,78,121
a04-010-01-06,in,2,215.5771144278607,67,57,1799
a04-010-01-07,the,3,220.8061827956989,124,90,5825
a04-010-02-01,of,2,206.52453125,64,100,3190
a04-010-02-03,this,4,218.50765635074143,141,88,353
a04-010-03-00,have,4,225.62698412698413,217,90,422
a04-010-03-03,to,2,208.95230263157902,64,76,2647
a04-010-03-04,the,3,217.4109743589744,130,75,5825
a04-010-04-00,for,3,223.6682610935316,127,107,839
a04-010-04-01,a,1,187.91868686868688,60,33,2260
a04-010-04-07,from,4,230.50475341651813,187,126,384
a04-010-05-03,to,2,220.59487951807228,72,83,2647
a04-010-05-05,in,2,215.38606676342525,53,65,1799
a04-010-05-07,this,4,215.37889072847682,151,80,353
a04-010-06-02,He,2,225.5370880522396,99,99,321
a04-010-06-03,is,2,215.56211018711014,52,74,978
a04-010-06-04,to,2,226.1641089108911,80,101,2647
a04-010-06-06,a,1,175.86394869445718,59,37,2260
a04-010-07-01,and,3,222.19376693766938,164,90,2473
a04-010-07-04,on,2,193.1875,108,36,697
a04-010-07-05,his,3,224.00686728395058,162,80,708
a04-010-08-01,with,4,219.3823455863966,186,86,742
a04-010-08-04,this,4,221.6762702985856,184,83,353
a04-015-00-00,The,3,197.55078255078254,78,77,626
a04-015-00-03,on,2,198.0232835820896,67,50,697
a04-015-00-06,and,3,211.02642642642644,111,60,2473
a04-015-01-03,the,3,209.5991372899004,83,81,5825
a04-015-01-04,first,5,215.17380952380955,105,92,153
a04-015-01-05,were,4,194.23763440860213,124,45,306
a04-015-01-06,at,2,216.9065322411258,69,69,560
a04-015-01-12,the,3,203.69034994697773,82,69,5825
a04-015-01-14,in,2,212.77505827505829,52,66,1799
a04-015-02-02,said,4,194.35567692816952,106,57,259
a04-015-02-08,the,3,197.3335843373494,83,64,5825
a04-015-03-02,and,3,215.50041132918088,127,67,2473
a04-015-03-05,and,3,210.0272177419355,112,62,2473
a04-015-03-09,the,3,206.23685837971558,84,77,5825
a04-015-04-02,of,2,225.71235568656346,69,118,3190
a04-015-04-03,the,3,200.96188034188046,78,75,5825
a04-015-04-04,two,3,212.102953240361,106,69,133
a04-015-04-06,in,2,217.00688524590163,50,61,1799
a04-015-04-08,their,5,214.60244890768143,129,88,256
a04-015-05-05,was,3,195.4127586206897,100,58,1135
a04-015-05-07,to,2,195.08612580834804,42,81,2647
a04-015-05-09,the,3,204.56427648578813,86,72,5825
a04-015-05-11,for,3,219.61988304093566,84,114,839
a04-015-06-02,and,3,212.22077922077918,121,63,2473
a04-015-06-04,in,2,216.61167361524718,46,73,1799
a04-015-06-05,the,3,209.0954400848356,92,82,5825
a04-015-07-00,of,2,212.61879274457328,59,114,3190
a04-015-07-02,and,3,209.40251068376068,117,64,2473
a04-019-00-00,It,2,184.1492957746479,30,71,275
a04-019-00-01,said,4,199.1990675990676,99,65,259
a04-019-00-02,that,4,197.06008793356133,89,69,1127
a04-019-00-03,the,3,199.25,73,64,5825
a04-019-00-05,and,3,209.88663255516468,106,59,2473
a04-019-00-09,with,4,206.05091564927844,106,68,742
a04-019-00-12,the,3,206.7235506059613,86,71,5825
a04-019-01-01,in,2,216.67875816993458,45,68,1799
a04-019-01-03,on,2,184.04594112399644,59,38,697
a04-019-01-04,the,3,202.4330115830116,70,74,5825
a04-019-01-06,for,3,220.63625791445926,71,109,839
a04-019-01-07,an,2,193.90229276895943,63,45,401
a04-019-02-00,which,5,206.29343589743598,130,75,423
a04-019-02-03,to,2,201.51797385620915,45,68,2647
a04-019-02-06,a,1,182.52982954545453,32,44,2260
a04-019-02-09,at,2,204.89109141791042,64,67,560
a04-019-02-10,the,3,205.4192307692308,78,70,5825
a04-019-03-06,was,3,200.2708719851577,98,55,1135
a04-019-03-09,to,2,193.4483584131327,43,68,2647
a04-019-03-10,the,3,211.12654320987653,90,72,5825
a04-019-04-03,and,3,211.3768554150633,107,68,2473
a04-019-04-04,to,2,187.9518031681833,43,69,2647
a04-019-04-05,the,3,201.86479786422578,76,69,5825
a04-019-04-07,of,2,222.03767942583733,76,110,3190
a04-019-04-11,The,3,200.24122807017542,76,75,626
a04-019-05-01,in,2,213.4466130884041,52,67,1799
a04-019-05-03,to,2,195.10902991333518,49,73,2647
a04-019-05-05,was,3,186.7536231884058,90,46,1135
a04-019-05-08,and,3,198.8572874493927,104,57,2473
a04-019-05-09,there,5,200.7139303482587,120,67,204
a04-019-05-10,was,3,186.0851897689769,101,48,1135
a04-019-06-01,on,2,193.75247208931413,57,55,697
a04-019-06-02,the,3,200.63455399061039,71,75,5825
a04-019-06-04,of,2,223.1874433656958,75,103,3190
a04-019-06-06,the,3,195.17391304347825,81,69,5825
a04-019-06-08,and,3,199.0328683662017,99,63,2473
a04-019-07-01,of,2,216.70020964360583,63,106,3190
a04-019-07-02,the,3,192.53382438457058,77,67,5825
a04-019-07-05,in,2,209.03837543971846,53,59,1799
a04-023-00-01,from,4,223.01280547409576,93,110,384
a04-023-00-02,their,5,211.65921375921369,110,74,256
a04-023-00-09,by,2,215.57503531073445,59,96,487
a04-023-01-01,by,2,213.1222740261693,61,109,487
a04-023-01-05,with,4,208.977765547606,115,79,742
a04-023-01-08,and,3,215.57032032032032,108,74,2473
a04-023-01-09,other,5,212.9770992366412,131,81,141
a04-023-02-05,and,3,210.61106831022084,118,66,2473
a04-023-02-10,more,4,200.37578222778475,136,47,207
a04-023-03-03,In,2,212.09019607843132,51,75,173
a04-023-03-12,of,2,225.9224460868685,83,119,3190
a04-023-04-03,a,1,181.3996212121212,33,48,2260
a04-023-04-06,on,2,182.28055555555562,63,40,697
a04-023-04-07,the,3,201.8125,80,74,5825
a04-023-04-10,to,2,195.2046493902439,41,64,2647
a04-023-04-11,the,3,200.38857436953163,87,67,5825
a04-023-05-05,of,2,216.83301707779887,68,93,3190
a04-023-05-06,his,3,208.456623931624,65,72,708
a04-023-05-08,said,4,196.90621693121687,120,63,259
a04-023-05-09,he,2,204.1295143212952,55,73,885
a04-023-05-10,was,3,186.8061224489796,98,50,1135
a04-023-06-04,and,3,211.90518053375197,49,65,2473
a04-023-06-06,of,2,224.2012648809524,72,112,3190
a04-023-06-07,a,1,182.3346560846561,36,42,2260
a04-023-06-11,this,4,200.55643240023826,92,73,353
a04-027-00-06,to,2,189.71912832929783,35,59,2647
a04-027-01-00,and,3,204.86732673267326,101,65,2473
a04-027-01-02,him,3,207.93650082175412,97,69,244
a04-027-01-03,of,2,222.094699984084,61,103,3190
a04-027-01-04,the,3,202.6395299145299,72,65,5825
a04-027-02-00,in,2,208.3836912995996,41,67,1799
a04-027-02-02,in,2,208.49145448203697,47,61,1799
a04-027-02-03,time,4,215.0250733855186,112,73,143
a04-027-02-04,to,2,194.53052917232026,44,67,2647
a04-027-02-06,the,3,201.38216325778515,81,67,5825
a04-027-02-10,and,3,214.3635768525792,114,67,2473
a04-027-02-11,to,2,204.8210526315789,57,65,2647
a04-027-03-02,with,4,212.23660714285717,112,74,742
a04-027-03-03,the,3,191.5013986013986,66,65,5825
a04-027-03-06,In,2,206.25158562367864,43,77,173
a04-027-04-00,said,4,192.66699083078632,118,61,259
a04-027-04-01,the,3,199.97625570776256,73,60,5825
a04-027-04-06,be,2,205.7162004662005,52,66,723
a04-027-04-07,the,3,198.70763546798028,70,58,5825
a04-027-04-09,of,2,222.90129870129869,77,90,3190
a04-027-04-10,a,1,172.56617647058826,32,34,2260
a04-027-05-00,but,3,209.2852501624432,76,81,418
a04-027-05-01,no,2,194.88790233074363,53,51,188
a04-027-05-05,be,2,192.901141743247,57,63,723
a04-027-05-07,in,2,200.86465517241382,40,58,1799
a04-027-05-08,the,3,196.765625,68,64,5825
a04-031-00-03,and,3,227.5527192008879,136,53,2473
a04-031-00-05,in,2,228.9185761047464,47,52,1799
a04-031-00-06,the,3,219.81660692951016,81,62,5825
a04-031-00-08,of,2,231.61416666666668,75,64,3190
a04-031-01-06,to,2,219.77316561844864,45,53,2647
a04-031-02-02,his,3,228.38392384981486,93,61,708
a04-031-02-03,two,3,225.8052362707535,87,54,133
a04-031-02-05,of,2,224.09175497544587,53,73,3190
a04-031-02-07,with,4,231.81820904462413,106,63,742
a04-031-03-05,from,4,233.97998643147892,132,67,384
a04-031-03-08,The,3,222.1774576271186,100,59,626
a04-031-04-02,made,4,213.6683889772125,204,37,121
a04-031-04-03,at,2,224.7175697865353,84,58,560
a04-031-04-06,be,2,220.4156164383561,73,50,723
a04-031-05-01,up,2,228.9298512508452,87,68,181
a04-031-05-02,by,2,229.72001567807686,86,89,487
a04-031-05-03,new,3,218.94118844118844,126,39,139
a04-031-05-05,for,3,225.8250572956456,77,68,839
a04-031-05-08,the,3,226.29465517241383,100,58,5825
a04-031-07-04,in,2,226.0175609756097,41,50,1799
a04-031-08-00,to,2,210.91253071253067,37,55,2647
a04-031-08-01,people,6,231.1707090571397,226,81,113
a04-031-08-02,of,2,222.72755659640904,63,61,3190
a04-031-08-04,who,3,224.40943506115318,101,51,263
a04-031-08-06,the,3,221.50425627240142,93,48,5825
a04-031-09-00,and,3,213.0830682219866,123,46,2473
a04-031-09-01,to,2,211.8152173913044,40,46,2647
a04-031-09-02,all,3,218.5701357466064,119,52,243
a04-031-09-03,who,3,230.37656087408948,124,62,263
a04-031-09-04,are,3,215.990346907994,85,39,382
a04-031-09-06,for,3,235.31439873417716,79,80,839
a04-031-09-07,a,1,206.02457002457,33,37,2260
a04-035-00-02,over,4,220.63927182750086,138,41,123
a04-035-00-03,the,3,224.69768439108063,106,66,5825
a04-035-00-05,of,2,227.33481848184812,60,101,3190
a04-035-00-06,the,3,224.5989664891951,103,62,5825
a04-035-01-03,people,6,235.41464974419517,231,88,113
a04-035-01-04,will,4,216.8049855601155,129,51,270
a04-035-01-07,a,1,195.61263157894737,38,25,2260
a04-035-02-08,at,2,220.47419171866142,82,43,560
a04-035-02-09,the,3,224.6778532608696,115,64,5825
a04-035-03-01,to,2,214.79584775086502,51,51,2647
a04-035-03-05,in,2,231.55598086124402,55,57,1799
a04-035-04-04,and,3,211.5243457090688,124,53,2473
a04-035-04-07,of,2,222.51388888888889,63,72,3190
a04-035-05-02,who,3,223.46931672467483,103,53,263
a04-035-05-04,by,2,229.05477528089887,89,80,487
a04-035-05-08,on,2,208.14238042269187,58,31,697
a04-035-05-09,a,1,189.9642857142857,28,26,2260
a04-035-06-07,had,3,223.48604910714286,128,56,732
a04-035-07-01,from,4,225.71590413943355,135,68,384
a04-035-07-04,A,1,229.94449760765548,55,57,166
a04-035-08-00,of,2,213.5145651269247,54,89,3190
a04-035-09-00,to,2,209.82886216466235,47,46,2647
a04-035-09-02,their,5,232.081399150049,161,57,256
a04-035-09-04,on,2,204.3314465408805,53,30,697
a04-035-09-05,the,3,218.70124132127083,97,49,5825
a04-035-09-07,for,3,233.4538002980626,122,77,839
a04-039-00-00,In,2,229.83415559772297,93,85,173
a04-039-00-06,to,2,211.3177083333333,48,60,2647
a04-039-01-02,said,4,221.21042944785282,163,50,259
a04-039-01-03,he,2,225.17020768679882,71,59,885
a04-039-01-05,his,3,226.3446022086996,87,51,708
a04-039-02-01,with,4,222.7004357298475,119,54,742
a04-039-02-04,would,5,217.28698795180716,166,50,260
a04-039-02-08,to,2,207.46879535558784,53,52,2647
a04-039-03-01,an,2,203.88195004029012,73,34,401
a04-039-04-01,to,2,206.5654664484452,52,47,2647
a04-039-04-02,a,1,198.70227081581157,41,29,2260
a04-039-04-05,from,4,233.49921507064363,130,98,384
a04-039-05-02,the,3,209.6846889952153,76,55,5825
a04-039-05-07,for,3,226.8157575757576,110,75,839
a04-039-06-00,the,3,218.812243502052,86,68,5825
a04-039-06-02,and,3,215.59685039370083,127,45,2473
a04-039-06-04,he,2,215.78743961352657,54,46,885
a04-039-06-05,had,3,220.6796362552176,129,52,732
a04-039-07-01,The,3,216.0786418015482,98,58,626
a04-039-07-04,has,3,221.32339181286548,95,54,333
a04-039-07-07,and,3,218.3175277959451,139,44,2473
a04-039-07-08,is,2,218.0601851851852,48,45,978
a04-039-08-01,to,2,211.1990032039872,53,53,2647
a04-039-08-03,an,2,196.60599662162159,74,32,401
a04-039-08-06,for,3,224.4082595870206,113,75,839
a04-039-09-00,the,3,211.04615384615383,70,52,5825
a04-039-09-03,to,2,211.31899350649346,44,56,2647
a04-039-09-05,an,2,195.3978494623656,72,31,401
a04-039-09-08,of,2,223.2197278911564,70,84,3190
a04-039-09-09,the,3,213.87540849673204,96,51,5825
a04-043-00-04,a,1,206.14624183006526,36,34,2260
a04-043-01-01,of,2,224.94725738396625,66,79,3190
a04-043-01-02,the,3,221.4882449425916,93,59,5825
a04-043-01-07,And,3,229.77095393908886,137,58,120
a04-043-01-08,by,2,232.76072840203273,92,77,487
a04-043-02-01,he,2,222.2829386763813,81,61,885
a04-043-02-03,the,3,223.19489723600284,83,51,5825
a04-043-02-05,of,2,223.53688933200402,59,68,3190
a04-043-03-01,in,2,224.11203665139527,49,49,1799
a04-043-03-03,for,3,232.1807575757576,88,75,839
a04-043-03-04,the,3,224.42691458026508,97,56,5825
a04-043-03-06,of,2,221.23813209494324,51,76,3190
a04-043-04-05,was,3,214.7337853773585,106,32,1135
a04-043-04-06,that,4,227.2934693877551,147,50,1127
a04-043-05-01,were,4,222.3,136,40,306
a04-043-05-03,to,2,223.33244127267318,59,57,2647
a04-043-05-07,that,4,220.3285350127456,117,57,1127
a04-043-06-03,on,2,205.47330367074528,58,31,697
a04-043-06-05,and,3,213.0332939787485,121,35,2473
a04-043-06-07,the,3,216.28208812260536,87,48,5825
a04-043-07-01,have,4,227.50673620165142,156,59,422
a04-043-07-04,so,2,221.76363636363635,55,26,212
a04-043-07-06,as,2,217.9221710189452,63,31,702
a04-043-07-07,the,3,224.78556295399517,118,56,5825
a04-043-08-02,has,3,232.85869011213046,109,72,333
a04-043-08-03,them,4,223.09520157756359,163,56,163
a04-047-00-01,the,3,205.09966438056327,77,89,5825
a04-047-00-04,of,2,219.694983277592,69,130,3190
a04-047-00-05,the,3,202.3741790204541,73,73,5825
a04-047-01-00,of,2,217.33221476510067,64,149,3190
a04-047-01-02,and,3,218.44251412429367,120,59,2473
a04-047-01-06,he,2,216.16858108108107,80,74,885
a04-047-01-07,said,4,220.43903013182674,144,59,259
a04-047-01-08,he,2,214.7711809317443,71,65,885
a04-047-02-01,the,3,203.99271554812515,106,79,5825
a04-047-02-04,was,3,186.0865410865411,99,37,1135
a04-047-02-07,in,2,224.34192672998643,67,77,1799
a04-047-03-01,of,2,216.5305147058824,60,136,3190
a04-047-03-02,his,3,213.26236263736263,72,91,708
a04-047-03-07,of,2,207.93418803418805,65,108,3190
a04-047-03-08,the,3,199.89524647887325,71,64,5825
a04-047-03-10,and,3,220.8434508663516,131,63,2473
a04-047-04-02,over,4,183.2403446226976,99,34,123
a04-047-04-03,the,3,204.56843156843158,77,78,5825
a04-047-04-07,in,2,228.18627450980392,69,68,1799
a04-047-05-04,said,4,223.28931140801643,139,84,259
a04-047-05-05,that,4,208.1038961038961,123,77,1127
a04-047-05-06,he,2,223.00183664649958,104,89,885
a04-047-05-09,that,4,211.77687648712958,138,67,1127
a04-047-06-01,of,2,219.5724065908564,62,139,3190
a04-047-06-05,were,4,200.7915322580645,124,40,306
a04-047-07-00,their,5,211.60825471698112,106,80,256
a04-047-07-02,by,2,212.5083524402227,71,129,487
a04-047-07-05,of,2,216.61030979556003,67,119,3190
a04-047-07-06,their,5,214.92372532894737,128,76,256
a04-047-07-08,on,2,184.82647058823528,68,35,697
a04-047-08-00,to,2,207.1912615740741,48,72,2647
a04-047-08-01,the,3,199.7478021978022,78,70,5825
a04-050-00-02,said,4,224.96373456790127,144,90,259
a04-050-00-03,that,4,213.30991596638654,105,85,1127
a04-050-00-04,a,1,169.89148073022312,29,34,2260
a04-050-00-06,of,2,220.3750427350428,65,135,3190
a04-050-00-07,an,2,186.98671647986717,73,33,401
a04-050-00-09,could,5,220.86398053001625,172,86,144
a04-050-01-00,not,3,234.68937389770724,126,108,479
a04-050-01-03,to,2,216.51041666666663,64,69,2647
a04-050-01-05,to,2,221.89772727272728,60,66,2647
a04-050-01-06,which,5,223.41545954045955,176,91,423
a04-050-01-07,it,2,233.54431818181817,80,77,702
a04-050-01-08,was,3,188.48821339950368,104,31,1135
a04-050-02-02,But,3,218.0853754940712,110,92,173
a04-050-02-05,be,2,209.1529391364661,73,79,723
a04-050-02-07,to,2,214.5091141669332,59,53,2647
a04-050-03-00,and,3,222.52446715963453,121,76,2473
a04-050-03-03,with,4,225.65767045454547,132,80,742
a04-050-03-04,which,5,220.4563953488372,172,98,423
a04-050-03-05,they,4,225.957380952381,90,140,269
a04-050-03-07,not,3,229.15009398496244,140,76,479
a04-050-04-02,The,3,214.9921568627451,87,85,626
a04-050-05-00,he,2,219.6385463133036,103,74,885
a04-050-05-01,said,4,221.31910499139408,140,83,259
a04-050-05-03,they,4,217.12219495091165,92,124,269
a04-050-05-04,were,4,193.76088850174216,112,41,306
a04-050-05-05,out,3,221.40733292079207,101,64,207
a04-050-05-06,of,2,223.5023713128976,65,133,3190
a04-050-05-08,and,3,215.97414269911502,113,64,2473
a04-050-05-10,and,3,223.54116541353386,140,76,2473
a04-050-06-00,would,5,223.41046099290782,188,84,260
a04-054-00-03,not,3,226.5250493096647,117,65,479
a04-054-00-05,to,2,208.8390804597701,51,58,2647
a04-054-00-06,the,3,202.018779342723,69,71,5825
a04-054-01-02,as,2,178.87704174228676,58,38,702
a04-054-01-03,the,3,203.901740237691,62,76,5825
a04-054-01-06,had,3,221.27410606669343,131,76,732
a04-054-02-00,the,3,212.6936974789916,84,85,5825
a04-054-02-06,have,4,221.88009007318448,146,73,422
a04-054-02-07,them,4,210.0435978835979,126,75,163
a04-054-02-10,It,2,216.2036893203884,103,50,275
a04-054-03-00,was,3,192.2901722391084,105,47,1135
a04-054-03-03,for,3,224.3118686868687,77,144,839
a04-054-03-04,a,1,188.97606659729448,31,31,2260
a04-054-03-07,for,3,227.3055555555556,84,132,839
a04-054-04-01,to,2,214.83010012515643,47,68,2647
a04-054-04-02,be,2,208.81377151799686,72,71,723
a04-054-04-04,the,3,203.1198167791707,61,68,5825
a04-054-04-07,than,4,212.74619565217392,115,80,178
a04-054-04-08,on,2,167.6548148148148,45,30,697
a04-054-05-00,This,4,210.99222991949074,109,98,123
a04-054-05-01,was,3,187.41075388026607,88,41,1135
a04-054-05-03,the,3,206.1850649350649,60,77,5825
a04-054-05-07,not,3,225.3150726392252,118,56,479
a04-054-05-09,it,2,230.25766550522647,82,70,702
a04-054-06-00,to,2,226.916829506595,89,92,2647
a04-054-06-02,the,3,199.1659378596088,55,79,5825
a04-059-00-00,The,3,210.5891635246474,77,93,626
a04-059-00-03,that,4,211.4009594009594,111,77,1127
a04-059-00-04,it,2,226.9655797101449,56,69,702
a04-059-00-05,was,3,188.21626984126985,90,28,1135
a04-059-00-07,to,2,215.49056603773587,53,72,2647
a04-059-00-09,the,3,203.8570048309179,60,69,5825
a04-059-01-00,in,2,226.00603448275865,87,80,1799
a04-059-01-01,the,3,208.22248661511009,82,82,5825
a04-059-01-05,only,4,222.8064537815126,119,125,143
a04-059-01-08,from,4,224.9530887686545,139,121,384
a04-059-01-11,a,1,185.46853146853147,44,26,2260
a04-059-02-01,with,4,214.2435476815398,127,72,742
a04-059-02-02,two,3,215.8479610672932,101,59,133
a04-059-02-04,people,6,229.08975438596488,190,150,113
a04-059-02-06,It,2,218.89473684210535,95,53,275
a04-059-02-08,be,2,203.5107276119403,67,64,723
a04-059-03-00,in,2,221.21135265700482,84,69,1799
a04-059-03-01,a,1,181.0552995391705,35,31,2260
a04-059-03-02,more,4,207.80357142857144,151,56,207
a04-059-03-09,that,4,213.7850284146581,126,81,1127
a04-059-04-00,the,3,203.93851183063512,73,88,5825
a04-059-04-05,not,3,228.13262495080681,121,63,479
a04-059-04-07,in,2,224.96515151515152,70,66,1799
a04-059-04-08,his,3,184.06964285714287,96,70,708
a04-059-05-04,the,3,195.13568166992823,63,73,5825
a04-059-05-06,of,2,227.09271576898118,92,134,3190
a04-059-05-07,the,3,204.42114285714283,75,70,5825
a04-059-06-00,of,2,214.2760524499655,69,147,3190
a04-059-06-03,and,3,221.31481876332626,134,70,2473
a04-059-06-06,the,3,207.52736673203785,79,71,5825
a04-059-07-01,in,2,214.95648211437683,77,57,1799
a04-059-07-02,the,3,212.21671540711097,73,89,5825
a04-066-00-03,that,4,228.4157148990984,137,85,1127
a04-066-00-05,with,4,236.798916769505,143,102,742
a04-066-00-06,the,3,230.47962106190792,102,89,5825
a04-066-01-01,was,3,221.6418918918919,111,36,1135
a04-066-01-02,not,3,236.7104111153407,148,71,479
a04-066-02-00,he,2,235.61012116892368,61,92,885
a04-066-02-02,their,5,234.9501218397807,134,98,256
a04-066-02-05,He,2,229.23663967611336,95,52,321
a04-066-02-07,by,2,237.74084507042247,71,125,487
a04-066-03-00,that,4,229.9415934065934,140,130,1127
a04-066-03-03,who,3,236.2134831460674,114,89,263
a04-066-03-05,these,5,238.3683495145631,150,103,108
a04-066-03-08,were,4,223.87125576036863,112,31,306
a04-066-04-01,the,3,230.61229283570404,79,97,5825
a04-066-04-03,of,2,241.90615224191868,98,137,3190
a04-066-05-01,to,2,234.43300352171727,89,67,2647
a04-066-05-03,the,3,232.3635260370697,88,103,5825
a04-066-05-05,of,2,242.12680056806656,124,159,3190
a04-066-06-00,their,5,231.39650041050902,168,116,256
a04-066-06-03,from,4,242.16220849113014,173,145,384
a04-066-07-00,to,2,240.35963352933132,206,142,2647
a04-066-07-01,the,3,237.5048036563753,213,151,5825
a04-066-07-04,on,2,218.14871794871794,65,33,697
a04-066-07-05,to,2,234.4869211735596,69,82,2647
a04-066-08-00,to,2,230.16336491530294,81,86,2647
a04-066-08-01,the,3,229.74441284030883,107,115,5825
a04-069-00-06,said,4,237.47902869757166,151,72,259
a04-069-00-07,the,3,231.49433106575958,99,98,5825
a04-069-01-04,to,2,225.297131147541,56,61,2647
a04-069-02-01,the,3,222.85112823335166,79,92,5825
a04-069-02-03,of,2,238.6491935483871,84,124,3190
a04-069-02-04,the,3,231.88209484690069,104,103,5825
a04-069-02-06,of,2,240.1186073629852,87,138,3190
a04-069-03-02,the,3,231.2999775885253,97,92,5825
a04-069-04-00,to,2,226.01307189542484,51,99,2647
a04-069-04-02,that,4,227.73835125448028,155,117,1127
a04-069-04-03,he,2,232.6838407494145,61,77,885
a04-069-04-07,I,1,231.72667757774138,65,47,648
a04-069-05-00,with,4,231.74342105263162,171,120,742
a04-069-05-01,the,3,225.16220718375843,85,113,5825
a04-069-05-03,of,2,236.55204479552052,73,137,3190
a04-069-05-06,in,2,236.35714285714286,77,60,1799
a04-069-06-01,with,4,232.9077579312184,155,121,742
a04-069-06-02,the,3,221.46229739253,77,129,5825
a04-069-06-06,for,3,233.1308051948052,77,125,839
a04-069-06-07,the,3,234.70224089635846,105,102,5825
a04-069-07-00,in,2,226.3287157287157,55,63,1799
a04-069-07-03,of,2,239.7723036819811,93,165,3190
a04-069-07-04,a,1,197.52,20,25,2260
a04-069-07-06,of,2,238.2142857142857,105,136,3190
a04-072-00-00,He,2,234.99765308299555,86,109,321
a04-072-00-03,he,2,230.6239136949356,47,71,885
a04-072-00-04,said,4,244.1750395123053,172,103,259
a04-072-00-06,that,4,195.61412151067324,21,29,1127
a04-072-00-07,the,3,235.81993777547316,133,116,5825
a04-072-01-01,would,5,237.9495208530166,239,93,260
a04-072-01-02,be,2,230.95153137079987,59,57,723
a04-072-01-04,to,2,225.6180790960452,75,59,2647
a04-072-02-00,an,2,205.17634220864247,79,29,401
a04-072-02-02,on,2,218.60135404221427,81,31,697
