image_id,text,word_length,image_mean,img_width,img_height,occur,top_100
b01-053-00-10,her,3,228.27030303030304,105,55,410,True
b01-053-00-11,new,3,214.86625,120,40,139,True
b01-053-01-05,a,1,204.43357142857144,35,40,2260,True
b01-053-02-01,in,2,226.9502180232558,43,64,1799,True
b01-053-02-04,to,2,218.9056490384616,64,52,2647,True
b01-053-02-08,the,3,228.50663580246916,108,60,5825,True
b01-053-03-02,will,4,228.0193236714976,92,63,270,True
b01-053-03-03,be,2,223.71616915422885,67,60,723,True
b01-053-04-00,to,2,210.63847429519075,63,67,2647,True
b01-053-04-02,is,2,219.5018315018315,39,56,978,True
b01-053-04-03,the,3,219.95536163785877,101,59,5825,True
b01-053-04-05,that,4,218.88475,125,64,1127,True
b01-053-04-07,and,3,218.5216584158416,101,64,2473,True
b01-053-04-08,the,3,220.4971428571428,105,60,5825,True
b01-053-05-00,other,5,213.13155818540437,156,65,141,True
b01-053-05-04,are,3,220.5945143256464,108,53,382,True
b01-053-05-05,at,2,223.0,71,64,560,True
b01-053-06-02,a,1,199.11388888888888,36,40,2260,True
b01-053-06-04,of,2,226.5383079157589,68,81,3190,True
b01-053-07-00,by,2,228.0002970885324,66,102,487,True
b01-057-00-00,A,1,176.83542681363758,47,83,166,True
b01-057-00-03,on,2,177.0924107142857,80,56,697,True
b01-057-01-00,for,3,209.2298820445609,109,105,839,True
b01-057-01-01,by,2,208.2745901639344,66,122,487,True
b01-057-01-02,that,4,201.7581336882579,161,84,1127,True
b01-057-02-01,who,3,198.30720186781608,128,87,263,True
b01-057-02-03,their,5,211.3374519953248,159,113,256,True
b01-057-02-05,to,2,203.4799771167048,69,76,2647,True
b01-057-02-06,this,4,201.53951707265185,119,79,353,True
b01-057-02-08,of,2,211.55834767642,83,105,3190,True
b01-057-03-01,are,3,185.68866120218576,122,60,382,True
b01-057-03-03,people,6,205.4714414414414,222,100,113,True
b01-057-03-05,a,1,173.47222222222226,45,48,2260,True
b01-057-04-00,of,2,201.1564805057956,73,104,3190,True
b01-057-04-05,or,2,184.3105092091008,71,65,268,True
b01-057-04-08,by,2,201.1893967546141,69,117,487,True
b01-057-04-09,the,3,190.4573443797581,116,77,5825,True
b01-057-05-01,that,4,207.8446229555652,147,94,1127,True
b01-057-05-04,would,5,193.47440650406503,205,75,260,True
b01-057-06-00,all,3,192.0550217190996,107,71,243,True
b01-057-06-01,our,3,193.61757463835025,114,57,98,True
b01-057-06-05,it,2,203.3232323232324,66,87,702,True
b01-057-06-06,would,5,199.25119723799975,219,82,260,True
b01-057-06-09,we,2,184.5400282314983,87,57,253,True
b01-057-06-10,are,3,187.7115987460815,116,55,382,True
b01-057-07-01,for,3,212.127972027972,104,110,839,True
b01-057-07-02,the,3,196.33637284701115,94,84,5825,True
b01-057-07-08,of,2,209.7594064652888,85,111,3190,True
b01-057-08-00,would,5,186.2858439201452,203,76,260,True
b01-057-08-02,to,2,189.1956321839081,50,87,2647,True
b01-057-08-04,our,3,186.5775,100,60,98,True
b01-057-08-06,for,3,214.11257102272728,88,128,839,True
b01-057-08-09,in,2,210.44445915530247,83,91,1799,True
b01-057-09-01,of,2,211.3490566037736,75,106,3190,True
b01-057-09-05,as,2,193.37645687645687,78,55,702,True
b01-057-10-00,and,3,193.09086879432624,141,80,2473,True
b01-057-10-01,our,3,185.60055223193743,123,53,98,True
b01-057-10-03,and,3,198.01045751633987,153,70,2473,True
b01-062-00-01,the,3,205.41643403325645,107,77,5825,True
b01-062-01-00,This,4,195.33561305207647,148,82,123,True
b01-062-01-01,is,2,205.16999299719888,56,102,978,True
b01-062-01-02,a,1,183.85117056856183,52,69,2260,True
b01-062-01-06,It,2,200.7167088607595,50,79,275,True
b01-062-01-07,would,5,196.59193405946425,215,79,260,True
b01-062-02-00,be,2,193.6556985294117,64,85,723,True
b01-062-02-02,to,2,205.604580812446,52,89,2647,True
b01-062-02-04,all,3,193.63823129251705,98,75,243,True
b01-062-02-07,with,4,198.3729603729604,156,88,742,True
b01-062-03-00,which,5,201.1387405291268,194,83,423,True
b01-062-03-01,we,2,202.19767441860463,86,82,253,True
b01-062-03-05,an,2,183.1159014557671,94,57,401,True
b01-062-04-05,is,2,206.6111972103836,58,89,978,True
b01-062-05-02,or,2,183.00133547008548,72,52,268,True
b01-062-05-04,the,3,192.1851700680272,98,75,5825,True
b01-062-05-07,would,5,189.55077680939755,203,78,260,True
b01-062-05-08,be,2,201.75716666666668,80,75,723,True
b01-062-06-02,to,2,206.521332554062,59,87,2647,True
b01-062-06-03,our,3,179.68978243978245,99,52,98,True
b01-062-06-06,it,2,202.00091324200912,60,73,702,True
b01-062-06-07,is,2,206.1155844155844,50,77,978,True
b01-062-06-09,to,2,191.8673563218391,58,75,2647,True
b01-062-07-04,The,3,206.75701448743808,133,82,626,True
b01-062-08-02,into,4,198.2801620924664,122,89,145,True
b01-062-09-02,will,4,206.5975609756097,164,93,270,True
b01-062-09-04,it,2,196.2265731541009,59,87,702,True
b01-073-00-00,The,3,216.70796074154853,131,35,626,True
b01-073-00-01,first,5,231.8793215916504,146,63,153,True
b01-073-00-03,of,2,219.66666666666663,55,63,3190,True
b01-073-00-04,the,3,220.6502367628067,101,46,5825,True
b01-073-01-01,was,3,213.11036706349208,126,32,1135,True
b01-073-01-02,to,2,218.9128672745694,63,47,2647,True
b01-073-01-04,the,3,223.08684719535785,110,47,5825,True
b01-073-02-01,for,3,225.5540488182875,89,58,839,True
b01-073-02-04,and,3,226.28290909090907,125,55,2473,True
b01-073-02-08,and,3,215.63257643482925,119,47,2473,True
b01-073-03-00,to,2,217.8728571428572,56,50,2647,True
b01-073-03-02,that,4,222.3949507916132,123,57,1127,True
b01-073-03-03,its,3,221.7063492063492,72,49,112,True
b01-073-03-06,in,2,227.1411992263056,47,44,1799,True
b01-073-03-07,the,3,224.91663807890225,110,53,5825,True
b01-073-04-00,would,5,222.17068627450985,200,51,260,True
b01-073-04-01,be,2,218.1808673469388,80,49,723,True
b01-073-04-05,The,3,226.71734633569736,144,47,626,True
b01-073-04-07,can,3,202.8936420722135,98,26,144,True
b01-073-04-08,be,2,212.05128205128204,65,45,723,True
b01-073-05-02,The,3,217.99866310160428,136,44,626,True
b01-073-05-05,for,3,222.22162485065712,93,54,839,True
b01-073-05-06,its,3,221.4893617021277,73,47,112,True
b01-073-06-01,is,2,221.9994897959184,40,49,978,True
b01-073-06-04,But,3,214.9615842257352,111,53,173,True
b01-073-06-05,this,4,226.1483185840708,113,50,353,True
b01-073-06-06,could,5,221.52879057358825,173,52,144,True
b01-073-06-08,be,2,217.12893642305409,66,51,723,True
b01-073-07-00,a,1,182.87798408488064,29,26,2260,True
b01-073-07-06,the,3,222.9812769144355,109,49,5825,True
b01-073-07-08,is,2,223.68954545454545,44,50,978,True
b01-073-08-01,for,3,225.00360750360747,99,56,839,True
b01-073-08-02,being,5,232.217068509262,179,76,161,True
b01-073-08-05,it,2,224.60081391046987,51,53,702,True
b01-073-08-06,would,5,223.859065934066,182,60,260,True
b01-073-08-07,be,2,216.22165991902835,76,52,723,True
b01-073-09-00,more,4,204.4979035639413,159,30,207,True
b01-073-09-02,to,2,221.9240176945095,63,61,2647,True
b01-073-09-04,in,2,227.8799833887043,43,56,1799,True
b01-073-09-05,more,4,206.77731092436971,147,34,207,True
b01-073-10-00,not,3,221.0131332082552,91,41,479,True
b01-073-10-02,it,2,216.2124542124543,39,56,702,True
b01-073-10-04,by,2,219.1748366013072,68,72,487,True
b01-079-00-00,It,2,217.6941786283892,44,57,275,True
b01-079-00-01,is,2,220.563834422658,51,45,978,True
b01-079-00-03,to,2,221.79206349206348,63,50,2647,True
b01-079-00-05,the,3,224.934936138242,121,55,5825,True
b01-079-00-07,to,2,219.75840643274853,57,48,2647,True
b01-079-01-01,and,3,220.97044405997693,136,51,2473,True
b01-079-01-02,the,3,225.98431372549013,120,51,5825,True
b01-079-01-06,The,3,228.08991547653744,146,47,626,True
b01-079-02-03,to,2,218.64782608695648,55,46,2647,True
b01-079-02-04,the,3,219.7358404035772,89,49,5825,True
b01-079-03-00,which,5,228.451971885982,197,52,423,True
b01-079-03-01,have,4,224.7318059299192,140,53,422,True
b01-079-03-03,the,3,225.1701776882213,103,53,5825,True
b01-079-03-05,of,2,221.1192033293698,58,58,3190,True
b01-079-04-02,in,2,229.7108267035628,59,49,1799,True
b01-079-04-03,the,3,215.80782608695648,92,50,5825,True
b01-079-04-07,is,2,210.00808823529408,34,40,978,True
b01-079-04-08,not,3,222.85017889087655,86,52,479,True
b01-079-04-09,a,1,156.85347985347985,26,21,2260,True
b01-079-05-03,and,3,221.60236511456023,123,55,2473,True
b01-079-05-04,the,3,218.2282608695652,92,51,5825,True
b01-079-05-06,have,4,220.1641429436705,127,52,422,True
b01-079-06-01,to,2,216.13552188552188,54,44,2647,True
b01-079-06-03,the,3,228.93710691823895,111,53,5825,True
b01-079-06-06,they,4,229.50625,130,64,269,True
b01-079-07-00,it,2,215.26041666666663,32,42,702,True
b01-079-07-04,the,3,219.08940261865797,94,52,5825,True
b01-079-08-02,to,2,210.46133333333333,50,45,2647,True
b01-079-08-05,if,2,217.79763361893103,43,57,144,True
b01-079-08-07,to,2,213.1671698113208,50,53,2647,True
b01-079-09-04,it,2,210.7756286266924,33,47,702,True
b01-079-09-05,was,3,201.0186649794369,109,29,1135,True
b01-079-09-07,that,4,217.9149865591397,124,48,1127,True
b01-079-09-08,new,3,199.7134183363692,122,27,139,True
b01-079-10-00,would,5,226.0565306122449,200,49,260,True
b01-079-10-03,it,2,220.83167848699765,45,47,702,True
b01-079-10-05,him,3,227.684835076428,113,44,244,True
b01-079-10-06,the,3,223.1748148148148,105,45,5825,True
b01-084-00-01,was,3,190.01198779424587,148,31,1135,True
b01-084-00-02,the,3,214.6863182773109,119,64,5825,True
b01-084-00-03,first,5,227.1395833333333,168,120,153,True
b01-084-00-05,that,4,214.4590246354952,153,65,1127,True
b01-084-01-00,made,4,213.2570707980544,182,61,121,True
b01-084-01-03,has,3,215.78225806451616,108,62,333,True
b01-084-01-06,by,2,215.986016127386,97,101,487,True
b01-084-02-03,who,3,213.8814583333333,150,64,263,True
b01-084-02-06,about,5,213.9177669472752,185,61,170,True
b01-084-02-07,a,1,161.2021116138763,39,17,2260,True
b01-084-02-09,to,2,196.8755060728745,52,57,2647,True
b01-084-03-01,the,3,196.0919150858176,82,54,5825,True
b01-084-03-04,were,4,218.7427374799501,181,62,306,True
b01-084-03-07,on,2,190.44732510288063,81,30,697,True
b01-084-03-08,the,3,206.4320855614973,85,66,5825,True
b01-084-04-02,as,2,182.56154133931912,81,33,702,True
b01-084-04-03,that,4,203.28237476808903,154,70,1127,True
b01-084-04-04,at,2,208.02140845070423,75,71,560,True
b01-084-04-06,would,5,207.0105222437137,235,55,260,True
b01-084-04-07,not,3,209.98912529550827,141,75,479,True
b01-084-05-05,to,2,195.02438186813183,52,56,2647,True
b01-084-06-01,on,2,186.47265625,88,32,697,True
b01-084-06-04,by,2,215.5170798360336,94,109,487,True
b01-084-06-05,the,3,200.2015151515152,99,60,5825,True
b01-084-07-00,which,5,215.49051243023845,270,73,423,True
b01-084-07-01,have,4,208.2134805613066,161,54,422,True
b01-084-07-03,their,5,213.03097921938505,189,69,256,True
b01-084-07-05,to,2,205.7355715871254,53,68,2647,True
b01-084-07-06,this,4,213.8096265715894,146,73,353,True
b01-089-00-00,The,3,215.64152770306612,143,65,626,True
b01-089-00-04,in,2,224.4425837320574,66,57,1799,True
b01-089-00-05,the,3,209.99062937062945,110,65,5825,True
b01-089-01-01,of,2,206.63375946969697,88,96,3190,True
b01-089-01-04,out,3,214.05926581158784,133,68,207,True
b01-089-01-06,The,3,210.78355978260868,115,64,626,True
b01-089-01-08,were,4,192.1647058823529,215,34,306,True
b01-089-02-01,in,2,223.94354838709685,62,46,1799,True
b01-089-02-05,in,2,221.15961882072665,73,46,1799,True
b01-089-03-02,was,3,207.542000697107,151,38,1135,True
b01-089-03-05,but,3,211.02182333490788,145,73,418,True
b01-089-03-06,they,4,219.47557261208576,144,114,269,True
b01-089-04-01,that,4,202.57345264727812,149,63,1127,True
b01-089-04-02,there,5,209.390625,176,64,204,True
b01-089-04-03,was,3,192.6727158948686,141,34,1135,True
b01-089-04-04,no,2,196.197619047619,98,30,188,True
b01-089-04-06,to,2,212.44273504273505,78,60,2647,True
b01-089-05-00,in,2,228.040404040404,69,66,1799,True
b01-089-05-04,the,3,200.59925484351717,110,61,5825,True
b01-089-06-03,that,4,213.2364226682409,176,77,1127,True
b01-089-06-04,they,4,221.78463804995647,137,109,269,True
b01-089-06-05,were,4,191.7371150219988,172,37,306,True
b01-089-06-06,not,3,213.5693785578748,124,68,479,True
b01-089-07-00,It,2,220.68122171945703,65,68,275,True
b01-089-07-01,is,2,219.8000685871056,54,54,978,True
b01-089-07-02,to,2,217.03118240807493,76,73,2647,True
b01-089-07-03,be,2,211.9414727099496,93,79,723,True
b01-089-07-05,that,4,212.86860198624905,154,68,1127,True
b01-089-07-06,the,3,215.19922222222223,120,75,5825,True
b01-089-07-08,will,4,219.5980716253444,220,66,270,True
b01-089-07-09,be,2,208.00852272727272,99,64,723,True
b01-089-08-01,in,2,226.7698102678572,64,56,1799,True
b01-089-08-02,their,5,217.66559611981387,209,73,256,True
b01-089-08-04,by,2,216.9366839122937,99,123,487,True
b01-089-09-00,and,3,212.3938544586317,169,57,2473,True
b01-089-09-01,that,4,208.2432881919696,183,69,1127,True
b01-089-09-02,there,5,215.1130400212033,196,77,204,True
b01-089-09-03,will,4,216.50911127707244,206,65,270,True
b01-089-09-04,be,2,207.7779581529581,88,63,723,True
b01-089-09-05,no,2,200.1391941391941,91,36,188,True
b01-089-09-06,more,4,203.19907875519604,207,43,207,True
b01-094-00-00,But,3,209.95467823315929,143,79,173,True
b01-094-00-05,is,2,230.12255639097745,70,76,978,True
b01-094-01-00,they,4,217.49313091664743,142,122,269,True
b01-094-01-04,The,3,210.86838039050423,113,63,626,True
b01-094-01-07,for,3,223.79709628573968,103,109,839,True
b01-094-01-08,the,3,212.110595001106,137,66,5825,True
b01-094-02-00,would,5,218.0108645399908,309,70,260,True
b01-094-02-01,be,2,201.959822948587,89,66,723,True
b01-094-02-04,its,3,218.7431832593532,95,83,112,True
b01-094-03-04,the,3,207.9543154761905,105,64,5825,True
b01-094-04-00,of,2,215.42643560992184,108,109,3190,True
b01-094-04-03,they,4,223.16881559220383,145,115,269,True
b01-094-04-04,are,3,193.2031746031746,126,35,382,True
b01-094-04-06,for,3,222.6039603960396,150,101,839,True
b01-094-05-00,the,3,206.68339140534263,105,82,5825,True
b01-094-05-01,first,5,224.3655533063428,208,114,153,True
b01-094-05-02,time,4,216.17368299977,207,63,143,True
b01-094-05-04,in,2,219.48610421836227,65,62,1799,True
b01-094-06-05,will,4,219.2161580158907,201,67,270,True
b01-094-06-07,with,4,222.63757321110265,204,77,742,True
b01-094-07-01,when,4,219.50862127717576,219,67,170,True
b01-094-07-02,this,4,216.56190381558028,148,68,353,True
b01-094-08-01,a,1,179.92016806722685,51,28,2260,True
b01-094-08-03,which,5,223.84985547367992,319,77,423,True
b01-094-08-04,all,3,207.9302398331596,137,70,243,True
b01-094-09-00,can,3,197.837290018048,147,49,144,True
b01-113-00-01,a,1,152.55200000000005,30,25,2260,True
b01-113-00-02,man,3,157.16666666666666,73,24,151,True
b01-113-00-04,in,2,215.6099567099567,42,55,1799,True
b01-113-00-05,the,3,193.0892395982784,82,85,5825,True
b01-113-00-08,of,2,223.16418875242405,91,119,3190,True
b01-113-00-09,what,4,208.79261947973384,174,95,154,True
b01-113-00-10,he,2,195.6688311688312,77,78,885,True
b01-113-01-00,as,2,138.41155555555557,45,25,702,True
b01-113-01-01,a,1,144.79377880184333,31,28,2260,True
b01-113-01-04,could,5,223.21685379837555,184,91,144,True
b01-113-01-05,have,4,214.6188798554652,123,90,422,True
b01-113-01-07,of,2,230.5419448153093,84,107,3190,True
b01-113-01-09,as,2,154.08163265306126,49,27,702,True
b01-113-01-11,a,1,154.14814814814815,27,26,2260,True
b01-113-02-01,of,2,229.1326552235643,78,121,3190,True
b01-113-02-06,We,2,204.0916494845361,100,97,100,True
b01-113-02-07,may,3,206.3714641744548,107,75,162,True
b01-113-02-08,be,2,219.6983227299017,95,91,723,True
b01-113-02-10,that,4,220.39594876918883,218,101,1127,True
b01-113-03-00,he,2,210.4211956521739,76,92,885,True
b01-113-03-01,is,2,240.05885660731025,55,97,978,True
b01-113-03-02,not,3,230.8694442462724,131,107,479,True
b01-113-03-03,being,5,222.86891174674744,151,141,161,True
b01-113-03-07,is,2,236.71585213032583,76,84,978,True
b01-113-03-08,what,4,220.7322998164783,203,102,154,True
b01-113-03-09,he,2,213.6686894495901,101,93,885,True
b01-113-04-03,A,1,202.3908235682456,73,83,166,True
b01-113-04-06,to,2,213.0135445362718,88,99,2647,True
b01-113-05-00,who,3,212.7244177840508,130,109,263,True
b01-113-05-05,will,4,210.4676660787772,168,81,270,True
b01-113-05-06,be,2,210.4145758661888,99,93,723,True
b01-113-05-09,to,2,220.78958315999668,119,101,2647,True
b01-113-06-00,their,5,217.487198608004,149,108,256,True
b01-113-06-03,with,4,222.49280868385347,201,110,742,True
b01-113-06-04,no,2,154.4955808080808,66,24,188,True
b01-113-06-06,but,3,218.31933155601797,169,91,418,True
b01-113-06-07,a,1,155.1317512274959,47,26,2260,True
b01-113-07-01,and,3,229.31313364055305,140,93,2473,True
b01-118-00-00,A,1,204.9884448724121,67,93,166,True
b01-118-00-03,to,2,206.844589327475,137,103,2647,True
b01-118-00-06,who,3,217.30046106557376,122,96,263,True
b01-118-00-07,will,4,207.5666995073892,145,70,270,True
b01-118-01-01,to,2,210.8230277185501,67,84,2647,True
b01-118-01-03,as,2,163.52714285714285,50,28,702,True
b01-118-01-05,of,2,229.7836388792805,98,118,3190,True
b01-118-01-07,and,3,227.9147101449276,150,92,2473,True
b01-118-01-09,of,2,226.48552569542667,101,105,3190,True
b01-118-02-01,in,2,222.50510604870385,38,67,1799,True
b01-118-02-02,the,3,203.6648202454654,99,93,5825,True
b01-118-02-05,of,2,232.20540796963948,102,124,3190,True
b01-118-03-00,and,3,231.69118404118404,148,105,2473,True
b01-118-03-07,of,2,227.7669902912621,103,121,3190,True
b01-118-04-00,that,4,209.7724605793913,162,101,1127,True
b01-118-04-01,he,2,198.9694835680751,71,84,885,True
b01-118-04-03,to,2,210.3903912543153,79,88,2647,True
b01-118-04-04,be,2,213.87182875264267,86,88,723,True
b01-118-04-05,to,2,212.14299242424244,84,88,2647,True
b01-118-04-06,the,3,211.6623972169513,124,102,5825,True
b01-118-04-09,from,4,218.7406178574062,137,99,384,True
b01-118-05-01,in,2,227.5359545836837,58,82,1799,True
b01-118-05-02,the,3,204.573326520184,114,103,5825,True
b01-118-05-05,It,2,215.8455038265306,128,98,275,True
b01-118-05-06,was,3,161.33136094674558,104,26,1135,True
b01-118-05-09,who,3,214.95594497215853,142,86,263,True
b01-118-06-01,a,1,164.09979838709674,32,31,2260,True
b01-118-06-05,any,3,215.2183863956016,99,79,105,True
b01-118-06-06,of,2,227.13261614623,101,104,3190,True
b01-118-06-07,them,4,213.6397296503085,164,83,163,True
b01-118-07-01,they,4,222.04503263973888,152,129,269,True
b01-118-07-02,would,5,223.39590187590187,225,77,260,True
b01-118-07-06,the,3,217.2385189653872,149,89,5825,True
b01-122-00-00,It,2,197.8566149297856,82,99,275,True
b01-122-00-01,is,2,230.8943540669856,55,95,978,True
b01-122-00-03,to,2,212.01506916996047,92,88,2647,True
b01-122-00-06,with,4,207.7193191370132,172,83,742,True
b01-122-01-01,in,2,212.4590333419488,53,73,1799,True
b01-122-01-02,his,3,207.43796192609184,94,95,708,True
b01-122-01-06,It,2,212.2971780281036,109,79,275,True
b01-122-01-07,is,2,218.4175595238096,56,60,978,True
b01-122-01-08,this,4,211.6441004251224,137,91,353,True
b01-122-01-09,that,4,209.6869996187572,183,86,1127,True
b01-122-02-02,any,3,208.69921875,128,72,105,True
b01-122-02-04,that,4,216.58274398868457,203,101,1127,True
b01-122-02-05,he,2,208.8991858237548,96,87,885,True
b01-122-02-06,may,3,205.09543464665416,123,65,162,True
b01-122-02-07,be,2,218.40274339934,101,96,723,True
b01-122-03-01,to,2,213.09031198686367,87,91,2647,True
b01-122-03-05,The,3,209.05207314320117,137,97,626,True
b01-122-03-07,of,2,229.2516191263608,123,118,3190,True
b01-122-04-07,has,3,213.4967391304348,115,104,333,True
b01-122-04-09,that,4,206.618648310388,170,94,1127,True
b01-122-05-03,be,2,218.3119496855346,106,105,723,True
b01-122-05-05,to,2,212.9641581632653,98,80,2647,True
b01-122-05-07,in,2,225.12873563218392,80,87,1799,True
b01-122-05-08,the,3,201.4505208333333,128,96,5825,True
b01-122-06-04,he,2,209.6630036630036,81,91,885,True
b01-122-06-09,the,3,209.21995464852608,126,91,5825,True
b01-122-07-01,who,3,221.00475812846943,130,97,263,True
b01-122-07-05,will,4,211.83864994026283,186,90,270,True
b01-122-07-06,be,2,207.05268414481893,89,90,723,True
b01-122-08-01,even,4,145.56814879395526,111,31,98,True
b01-122-08-02,more,4,148.23780487804882,123,28,207,True
b01-122-08-04,and,3,209.2687074829932,147,74,2473,True
b01-127-00-00,The,3,223.48130021239265,119,91,626,True
b01-127-00-02,of,2,219.0387088477366,54,144,3190,True
b01-127-00-03,the,3,225.02467830072268,122,93,5825,True
b01-127-00-06,who,3,222.13019943019944,78,90,263,True
b01-127-00-07,has,3,224.11543756145528,113,90,333,True
b01-127-01-01,an,2,199.4774691358025,72,45,401,True
b01-127-01-04,to,2,211.13333333333333,45,76,2647,True
b01-127-01-05,what,4,223.733953410424,153,78,154,True
b01-127-02-08,But,3,209.4157671957672,105,90,173,True
b01-127-03-00,what,4,220.96701173222908,138,105,154,True
b01-127-03-02,in,2,225.73599240265904,52,81,1799,True
b01-127-03-05,can,3,207.8987406398911,113,52,144,True
b01-127-03-06,the,3,224.8291514836023,113,85,5825,True
b01-127-03-07,other,5,221.6396313364056,140,93,141,True
b01-127-04-00,do,2,204.44011865035225,62,87,121,True
b01-127-04-01,to,2,210.16545189504367,49,84,2647,True
b01-127-04-04,and,3,221.0058940799168,139,83,2473,True
b01-127-04-06,to,2,212.87339112161808,47,81,2647,True
b01-127-04-07,this,4,224.81196445572849,137,92,353,True
b01-127-05-03,is,2,227.87765567765567,65,84,978,True
b01-127-05-04,no,2,203.89113193943763,73,57,188,True
b01-127-05-06,that,4,223.4993788819876,161,95,1127,True
b01-127-05-07,the,3,221.29243471582183,112,93,5825,True
b01-127-06-01,of,2,225.09771357069727,59,149,3190,True
b01-127-06-03,has,3,231.1056653491436,115,99,333,True
b01-127-06-05,the,3,225.719315245478,108,86,5825,True
b01-127-07-01,of,2,228.19490384615384,65,160,3190,True
b01-127-07-02,the,3,229.30810028929605,122,85,5825,True
b01-127-07-06,the,3,228.29928894634773,119,91,5825,True
b01-127-08-01,is,2,209.80436288088643,38,76,978,True
b01-127-08-02,being,5,234.309899569584,205,170,161,True
b01-127-08-05,more,4,214.4379132231405,176,55,207,True
b01-132-00-00,The,3,226.0844017094017,144,91,626,True
b01-132-00-02,of,2,228.77066851265823,64,158,3190,True
b01-132-00-04,from,4,239.23153626999783,162,169,384,True
b01-132-00-05,the,3,228.50427431610944,112,94,5825,True
b01-132-01-01,now,3,209.28712715855568,130,49,116,True
b01-132-01-03,to,2,217.64293785310736,59,90,2647,True
b01-132-01-04,be,2,201.3216658150229,76,103,723,True
b01-132-01-05,the,3,221.0696614583333,96,80,5825,True
b01-132-01-06,only,4,221.4663758476224,169,137,143,True
b01-132-02-02,to,2,212.12206572769955,45,71,2647,True
b01-132-02-04,to,2,219.48879142300203,54,76,2647,True
b01-132-02-07,to,2,217.0224083295609,47,94,2647,True
b01-132-02-08,the,3,225.16756349547995,101,92,5825,True
b01-132-02-09,people,6,230.99274099883857,196,123,113,True
b01-132-02-10,of,2,223.14234997709568,59,148,3190,True
b01-132-03-02,that,4,226.23595505617973,138,89,1127,True
b01-132-03-05,is,2,213.15047795251309,47,69,978,True
b01-132-03-07,them,4,226.50040350114844,181,89,163,True
b01-132-04-00,to,2,213.5655209452202,57,98,2647,True
b01-132-04-03,It,2,204.8823529411765,40,102,275,True
b01-132-04-04,may,3,230.2023217247097,144,134,162,True
b01-132-04-05,be,2,216.8200686641697,72,89,723,True
b01-132-04-06,that,4,219.58688279978296,152,97,1127,True
b01-132-04-07,the,3,215.359331175836,103,90,5825,True
b01-132-05-02,will,4,216.5859273346012,103,97,270,True
b01-132-05-05,this,4,218.34969725197948,113,95,353,True
b01-132-06-03,that,4,223.00391006842617,154,93,1127,True
b01-132-06-04,is,2,210.45962441314555,30,71,978,True
b01-132-06-05,their,5,220.11511234225915,171,95,256,True
b01-132-06-07,they,4,234.6978605935128,161,135,269,True
b01-132-07-02,on,2,207.43786666666668,75,50,697,True
b01-132-07-04,that,4,227.8305803571428,168,80,1127,True
b01-132-07-05,they,4,234.7582167090755,144,131,269,True
b01-132-08-01,as,2,193.32721518987336,79,40,702,True
b01-132-08-03,and,3,223.81108426457263,154,86,2473,True
b01-136-00-01,they,4,228.62796156785677,142,129,269,True
b01-136-00-02,do,2,208.243961352657,63,92,121,True
b01-136-00-03,at,2,226.60592769803296,76,99,560,True
b01-136-00-05,that,4,228.47214627477783,154,114,1127,True
b01-136-00-09,will,4,221.5042582689641,99,102,270,True
b01-136-01-00,be,2,217.39590268886045,71,110,723,True
b01-136-01-02,to,2,218.1492501209483,53,78,2647,True
b01-136-01-06,a,1,195.3564189189189,37,48,2260,True
b01-136-02-02,will,4,221.26058823529408,100,85,270,True
b01-136-02-03,be,2,217.8731663685152,65,86,723,True
b01-136-02-05,than,4,222.5870596205962,144,82,178,True
b01-136-02-09,are,3,209.9059449866904,92,49,382,True
b01-136-02-10,in,2,218.62142857142857,48,70,1799,True
b01-136-03-00,for,3,226.99971014492755,75,138,839,True
b01-136-03-01,it,2,208.66112266112265,37,78,702,True
b01-136-04-00,now,3,201.2219001610306,115,54,116,True
b01-136-04-01,and,3,216.94103046901745,127,92,2473,True
b01-136-04-04,when,4,225.03220060290488,164,89,170,True
b01-136-04-05,the,3,222.0594017094017,120,78,5825,True
b01-136-04-07,of,2,224.52287181996087,56,146,3190,True
b01-136-04-09,will,4,217.5332167832169,104,88,270,True
b01-136-05-05,a,1,186.62573099415204,38,45,2260,True
b01-136-05-07,will,4,219.2996515679443,119,82,270,True
b01-136-06-01,a,1,190.9234693877551,36,49,2260,True
b01-136-06-03,or,2,204.5272952853598,62,52,268,True
b01-136-06-04,a,1,191.29670975323148,37,46,2260,True
b01-136-06-06,or,2,213.1869612068965,64,58,268,True
b01-136-07-00,about,5,220.6347935707533,167,95,170,True
b01-136-07-01,the,3,222.3166126042632,104,83,5825,True
b02-013-00-03,is,2,225.2931623931624,54,65,978,True
b02-013-00-04,that,4,223.9865203761756,165,58,1127,True
b02-013-00-06,who,3,207.8272133822929,129,38,263,True
b02-013-01-03,any,3,237.37845796203013,145,89,105,True
b02-013-02-04,of,2,226.8447632711621,85,82,3190,True
b02-013-02-05,a,1,211.45121951219508,38,41,2260,True
b02-013-03-00,of,2,226.38540613414227,69,86,3190,True
b02-013-03-04,that,4,219.1715606647508,151,53,1127,True
b02-013-03-05,may,3,228.28941176470587,150,68,162,True
b02-013-03-08,would,5,215.12007662835248,225,58,260,True
b02-013-04-00,have,4,219.09170164675493,163,57,422,True
b02-013-04-05,than,4,222.47398233486945,186,56,178,True
b02-013-04-06,the,3,224.55815972222223,108,64,5825,True
b02-013-05-01,to,2,201.3087318087318,37,52,2647,True
b02-013-05-04,and,3,210.301607925938,131,47,2473,True
